place,reviews
Kilmora Shop,"This shop gives you the chance to purchase various local item. If you want to keep the memory of this travel for life long, you surely buy some thing."
Kilmora Shop,"The KILMORA shop is a very simple yet a beautiful shop to get a perfect taste of all local flavors be it their complete range of winter wear products & accessories, toys, cereals, herbs and spices or local fruit processed products. The staff is well trained, pricing quite…"
Kilmora Shop,"Locally made good with authentic look and flavour. Uttrakhand is full of Kilmoras as its is their women cooperative to promote local products. Spices, teas and candies are a must buy. beautiful shawls and stoles can be bought for all age groups. Spices bought were so pure"
Kilmora Shop,"The stuff there is authentic and beautiful, don't leave Mukhteshwar without buying one of their creations."
Choco-House Chocolatiers,"We already had this place on our list and is very close to nirvana organic kitchen. Unfortunately, the shop was out of chocolates except 2 varieties. Disappointed as we could not get any chocolates. Bought a few left overs and still did not get any discount 😜"
Choco-House Chocolatiers,"Reading such rave reviews about this place, we decided to buy some chocolate to take back to Chandigarh with us. The Chocolate was delicious, I have to say, but the place is being run unprofessionally, as the chocolates don’t have any packing date on them. Why is that? We tried…"
Choco-House Chocolatiers,"While we were staying at Mountain Trail, could not resist visiting Choco House. Absolutely yummy chocolates, my kids just loved them, A must visit place for all."
Choco-House Chocolatiers,Heard a lot about it . Went with kids . Tried few flavours . Were ok. Can indulge in these leisure activities when on holidays
Choco-House Chocolatiers,"If you love chocolates and bakes , pls must visit . Kidoz and people with sweet tooth will definitely relish the place"
Choco-House Chocolatiers,I purchased small pack of hazel nut chocolates and had them later on.They were yummy. I feel bad for not buying more of other flavours. Frankly I was sceptical and feel stupid for not buying more.
Choco-House Chocolatiers,It is a very famous place in mukteshwar. It sells hand made chocolates. We bought few chocolates and brownie. Very tasty
Choco-House Chocolatiers,This place is in the mountain trail resort and is their in house shop. I visited during off season and didn't find a lot of stuff. I am sure they do better during season time. I sampler some chocolates and liked them.
Choco-House Chocolatiers,"It's a cute place which is difficult to miss because of it's picturesque hut structure on the main road. Shop is being managed by a nice old uncle who handles the queries in a funny sarcasm tone. We tried their muffins, jams and different chocolates and were not at all…"
Choco-House Chocolatiers,A Meditative taste for real people n if u r interested doing meditation 🧘‍♀️ u can ask for too have a great chocolate of the world n meditate here for finding real u ! If u r in Mukteswer u must visit n taste this place n chocolate I’d not u missed a great things in life !
Choco-House Chocolatiers,"I’ve got a world class shop in India which gives the taste of deep sense of chocolates. I m a deep chocolate lover, and privileged to taste the chocolates of many countries in the world which are pretty famous for chocolates, but after all, this factory is just on to my eyes.…"
Choco-House Chocolatiers,Delicious is the only word...must try on your visit...they provide variety of chocolates with good ingredients.
Choco-House Chocolatiers,"OMG! I love chocolates and in my lifetime, I have had many! But this was something else. They are little drops of heaven, and completely responsible for us putting on extra kilos despite the long walks we took at Mukteshwar!"
Choco-House Chocolatiers,We dropped down at Rose cafe and thought of picking chocolates from this place. I bought dark chocolates from this place and it was yummy. They do offer you samples to taste and you can buy afterward. It's absolutely worth buying from this place.
Choco-House Chocolatiers,Tried your 70 percent Almond.I have had Lindt before no way less. Regret should have taken other varieties too.
Choco-House Chocolatiers,The place has good chocolate collection however the same are a bit costly. If you are a chocolate lover you might want to buy some. The place also has few gift items also. Good visit for chocolate lovers
Choco-House Chocolatiers,Never expected to find such good quality of chocolates in these parts of the hills. Can I get it in Delhi?
Choco-House Chocolatiers,They make amazing chocolates. Non- Egg preparations makes it even better. I initially had bought one item from each flavour and then next day came to buy more. Cappuccino flavour turned out to be my favourite
Choco-House Chocolatiers,"Located near the market area in Mukteshwar, this chocolate house offers a variety of chocolates, ranging from Rs.1700/kg-Rs.2500/kg. The chocolates also come in packets of 100gms, but are surely on an expensive end. The taste is good, but not out of the way. A big drawback is…"
Choco-House Chocolatiers,Nice jelly filled chocolates. Local made chocolates with europian touch. They have some nice flavors but can be pricey for some
Choco-House Chocolatiers,Choco-House is a must must visit place to shop for chocolates. They have some delicious chocolates and we ended up going twice during our trip as we finished the first lot of chocolates in 2 days! We tried the hazelnut chocolate and the alcohol flavoured chocolates. Both were…
Choco-House Chocolatiers,"They have some nice chocolates but everything is packed and there's nothing available for tasting before buying. Pricing is a little on the higher side. There's lot of varieties like coconut, fruit n nuts, orange was the best. Also there's no option to buy assorted chocolates n…"
Choco-House Chocolatiers,"Its on the way between mukteshwar and bhimtal And totally visible. You cannot miss it. It is a small but great place (only if you love your chocolate). The brownies were (if i can say so) :sexy"" . Coz i just love my chocolate.. keep it up . Will definitely vist again if in the…"
Choco-House Chocolatiers,"Quaint lil chocolatier and gift shop. We only bought brownies from here, which were dense, chocolatey and worth the money. We also bought some small gifts from here."
Choco-House Chocolatiers,"Finding a chocolate boutique in middle of a mountain town is pure bliss. They have a very good variety of chocolates. They also provide small packs of 100gms each. We tried almost all of their varieties, and they were all totally sinful. We also tried the brownies, muffins and…"
Nirvana Organic Store,"Located on the main road, you can find different variety here- from pickles,chutneys,ghee,lentils & soaps. While you shop you could grab a delicious bite at the cafe and have some snacks too. This place sells products created only by the women folk of the region. Great…"
Nirvana Organic Store,"During our recent trip to Mukteshwar, we came across this jewel in the vicinity, Nirvana Organic Store. In the cities there are many stores offering organic food items but this one was interesting since it’s backed up by an impressive story. All the products displayed, were on…"
Nirvana Organic Store,"Variety of homemade local farm produce available at competitive prices. Purchased Stevia, thyme, rosemary, lemon grass herb seasonings, rhododendron jam and Himalayan salt. Well stocked store and choice for all tastes. Good stuff!"
Nirvana Organic Store,"I purchased tumeric, some pickles and they were very fresh and I felt their working inside me :). Loved them. The most useful is Avocado oil. Must visit shop and cafe in Mukteshwar."
Nirvana Organic Store,They sell local products that are mainly prepared by women.one can purchase some local woolen items as momento for self and gifts.Genuine products
Nirvana Organic Store,Nirvana organic store promotes talent of women in that local area. All items in this store is organic.
Nirvana Organic Store,Good place Amazing products Especially woolen stuff All the products are handmade and good in quality
Nirvana Organic Store,"Whoever said that “It’s easier said than done” was absolutely right. We Delhiites always carry attitude of knowing all, from judging the quality to the price of products just by looking at them. We simply give a miss to the effort they put in to collect stuff and pack it up for…"
Nirvana Organic Store,A wonderful day where we enjoy the drive into the jungle and mountains and spend time just chit-chatting and enjoying the sumptuous food in Organic kitchen. This place has an earthy touch and also has an amazing store which promotes the stuff locally grown and manufactured…
Nirvana Organic Store,"Located ideally, you can find a great variety here- from oil to lentils to soaps. While you shop you could grab a delicious bite at the cafe or sip on ginger honey tea. And this place sells products created only by the women folk of the region. Great initiative. Good products.…"
Baijnath Temple,This a cluster of stone temples located in Kasauni- about 2 hours away from Ranikhet. But the place is certainly worth visiting. The pond in front of it adds to aura. Feeding puffed rice to the fishes in the pond is another activity you can enjoy at the pond. Very popular with…
Baijnath Temple,"Though part of our ancient culture, the place is more a run down set of small stone temples and doesn't command the respect that a 1000 yr old temple should. The water body next to the temple complex is bereft of even fishes and looks polluted Pls give it a miss unless its a…"
Baijnath Temple,One of the most ancient temple North India and very different architecture and must see place in Kausani. Probably built in 9th century AD. Even though temple is so ancient no proper maintenance or restoration being done by Archaeological Survey of India.
Baijnath Temple,Lord Shiva’s temple. They r very ancient you feel peace there. Nearby pond also good. Lots of fishes to feed.
Baijnath Temple,"While staying at Kausani, do visit to Baijnath Temple Complex. Worth to see. Beautifully maintained with nice surrounding."
Baijnath Temple,"Situated in Baijnath , is this very old Shiv temple which is famous in India , and has one of the Famous Shiv ji Lings, all Shiv bhagat must pay visit"
Baijnath Temple,"Nice Temple downhill from Kausani. It's pretty old, more than 1000 yrs. old and protected by the ASI. Best thing here is you get to feed fishes from the adjoining river on the banks."
Baijnath Temple,"This ancient temple is a good visit,situated on the banks of the river n a lake developed around the temple by storing water."
Baijnath Temple,It's one of the famous temple in Uttarakhand.. It's very ancient.. It's having it's own history.. I love this place..
Baijnath Temple,"Baijnath is a small town on the banks of the Gomati river in the Bageshwar district of Uttarakhand, India. The place is most noted for its ancient temples,"
Baijnath Temple,Good Upkeep. The tilted temple is amazing. very neat and clean place. A place to sit ion the bank of the river and should feed Fish
Baijnath Temple,"If you are expecting a grand and big temple with lots of people there,you will definitely be disappointed. There are small temples built by the kstyuri kings of kumaun. It is located on shiv heritage circuit of kumaun. There is a small lake and the clear blue sky with green…"
Baijnath Temple,"Agreat experience....Such an old & ancient temple with the timeless, classy & wonderful architecture ....."
Baijnath Temple,"It's a 1100 old temple and of its kind, great architect. It's really nice place, gives you the calmness and makes you feel connected with the God. It's one of the 12 jyotirlingas of Lord Shiva."
Baijnath Temple,I visited the Baijnath temple after a gap of nineteen years and immediately regretted my visit. The construction has dwarfed the temple and the water body around it was full of filth and stinking. Also saw neighbouring people washing clothes in the murky water. There wasn't even…
Baijnath Temple,its an ancient temple and looks nice considering the architectural view. You can feed puffed rice (Muri) to the fish here. There is a mysterious story about a round stone which can be lifted by 9 fingers of 9 different people only. even if you try with utmost force or anything…
Baijnath Temple,"Visited during Mar 2019. Very old architecture, reasonably well maintained. Worth a visit if you are around!"
Baijnath Temple,Old Temple of Lord Shiva with ancient history n known as Baijnath temple....it built connected with a barrage called Baijnath barrage...
Baijnath Temple,"Temples from 12 century ,depicting Hindu architect.surrounded by a lake,now govt is also planning a park n multilevel parking,motarable road n easy to access"
Baijnath Temple,"We drove from Kausani to Baijnath temple, about 45 mins drive downhill. You take the road from Kausani main chowk thru the Forest Checkpoint towards Garur city. The temple is located on the banks of river Gomti and it is an ASI protected monument. There is very limited parking…"
Baijnath Temple,Very nice experience though many of the temples were ruined and had no idols. The river is good with nice view. Specially the kids enjoyed feeding fishes in the river.
Baijnath Temple,Kausani itself is a beautiful place and there is nothing much to roam in Kausani. This temple is a heritage site and is having remains of old beautiful temples. There is a lake too where you can feed fishes.The temple is not allowed to have dhwaja and there is nothing much to…
Baijnath Temple,Around 15 kms drive fro Kausani. This is ancient temple of lord shiva has a small pond where we can feed rice flakes to fishes in the pond. Should visit after 4 pm as in summer gets pretty hot here.
Baijnath Temple,"One of the oldest temple's in India which is still peaceful, where one can pray in silence, taking an exception from most places of worship in India, which are more crowded than markets these days. The temple is not very well maintained, but this is what adds to the ambience of…"
Baijnath Temple,Shocked to see dirty water and shabby place. The temple area was highly polluted AMD the water flow was checked by making small barrage dam. Many children's were seen using small canal as area for toilet. I had visited this place 15 years back also and seen natural beauty and…
Anasakti Ashram,"A great place to visit, enjoy the serenity and calmness along with amazing views of the Himalayas. Mahatma Gandhi stayed at this place for 14 days when he visited Kausani and he penned his Anashakti Yoga here. You can stay in Anashakti Ashram. Room rates are very reasonable.…"
Anasakti Ashram,This is currently being reconstructed and hence the min ashram was closed. The view of Himalaya from the ashram is unparalleled. On a clear day you can see a 180° panaromic view of Himalayan range.
Anasakti Ashram,"This is a small place overlooking the Himalayas. This ashram is under renovation and hopefully after all the civil work is over, it will be in much better shape than what it is currently Bapu's standing statue needs a better enclosure than the green plastic roof that is coming…"
Anasakti Ashram,"Do not book accommodation in Anasakti Ashram. Room conditions are very poor. Rooms are very shabby and toilets are not usable. Rooms are urgently needed renovation. Room size is 8/9 ft. A small size double bed, a 2/2 table, a plastic chair and a CFL with a plug point are placed…"
Anasakti Ashram,Location of Ashram is breathtaking but rest is all useless. Scenic view around the ashram but construction was going on.
Anasakti Ashram,"It's a fantastic.. Place.. Full of greenary and tea garden.. Along wid the mountains like trishul, nandadevi.. Panchachulli.. Etc.."
Anasakti Ashram,"Anasakti Ashram is a peaceful place in Kausani famous for the stay of Mahatma Gandhi for two weeks in 1929. Also known as Gandhi Ashram, this place was described by Gandhi Ji himself as the Switzerland of India, after falling in love with its pristine beauty. In the same place…"
Anasakti Ashram,"All things here are related to Gandhi jI with shops selling khadi and other products with discounts.you can purchase kurtas, shirts and other hand made products. Enter the ashram and you will find yourself in gandhian era.here he wrote anasakti yog,a commentary on the anasakti…"
Anasakti Ashram,It was so amazing to see the feelings of how Gandhiji expressed the natural beauty of Kausani & the mighty Himalayas....
Anasakti Ashram,Quite and solitude are no longer found at the ashram. The place has resorts next door now and a lot of construction activity was going on when we visited. The valley view point only offers a glorious view of thick electrical cables cutting across your view. Overall a dampner.
Anasakti Ashram,Nice place. showing history of Gandhi ji.slogans of Gandhi ji written on the wall r motivational .though repair work going on that time place was good
Anasakti Ashram,An Ashram dedicated to Mahatma Gandhi and his life history. Flocking with tourists this spot is quite famous.
Anasakti Ashram,This place is where Gandhiji spent few days n called kausauni as switzerland of india....u can memorize all of the important moments of gandhiji's life in this ashram...and a wonderful point to see himalaya with bare eyes....
Anasakti Ashram,"Except some rare photos of Mahatma Gandhiji nothing good is there, i think it was under repair when we visited and it was peak summer so...."
Anasakti Ashram,Ashram is horribly maintained with absolutely nothing in it for tourists. Total waste of time. This is like a small hut where few pictures of gandhiji are kept.
Anasakti Ashram,"This is the main attraction of Kausani. This ashram is dedicated to Mahatma Gandhi who visited here and supposedly termed this to be ""Switzerland"" of India. There is a small hall depicting the life of Mahatma Gandhi from his birth to death. Good place to visit for 30 min"
Anasakti Ashram,Gandhijis adobe to Kausani. PLace well maintained. Lot to learn from his work and pictures. Great view of the mountains as well.
Anasakti Ashram,While staying at this place Gandhiji had famously referred to Kausani as the “Switzerland of India”. Just one visit to this place is enough to determine that he was absolutely right. The ashram is the highest location in Kausani and offers a mesmerising 250 kms wide view of…
Anasakti Ashram,mahatma gandhi stayed at this place for 14 days when he visited kausani and he penned his anasakti yog here here. the sky was very clear when we were here and we could see the 380 km range of himalayas standing majestically tall in front of our eyes. brilliant view of the…
Anasakti Ashram,We cudnt visit inside as it was close for repair. However it's worth a visit for an excellent view of the Himalayas during sunrise.
Anasakti Ashram,"Previously it was a small guest house of a local Tea Garden owner who invited Mahatma Gandhi for spending some days at his Guesthouse. In the year 1929, Gandhiji decided to stay for two days but seeing the beauty and serenity of the place he spent two weeks and wrote his…"
Anasakti Ashram,This is a peaceful and quite place where mahatma gandhi stayed about two weeks.It has a small museum showcasing some rare photographs of mahatma gandhi.
Anasakti Ashram,"A great place to visit, enjoy the serenity and calmness along with amazing views of the Himalayas. Beware of the monkeys."
Anasakti Ashram,Ashram has a nice memorabilia of Gandhiji. Nicely kept place with stunning views of the valleys and Himalayas ( got to be a clear day).
Anasakti Ashram,"We heard that this place was famous for viewing sunset. But truely speaking, many other places in kausani offer better view of sunset. However, the atmosphere at the ashram area was quite calm."
Stargate Observatory,We visited the observatory during the full Moon and was going to have an early morning tour on planets as DSO were not impressive enough in the bleak sky. On the previous evening we arranged with Prateek to make the tour at 5 a.m. the next morning. He persistently pushed me to…
Stargate Observatory,"There's a nice little museum and an observatory. Good for children, lovely posters and exhibits. Would have been nice if each show is preceded by more of an explanation of what we are about to see."
Stargate Observatory,"A lifetime experience. A must visit in Kausani. Very very informative. One can actually view the stars, planets etc from this place. Even the coordinators are very knowledgeable and explain everything very well."
Stargate Observatory,"Out of the scenic places at Kausani, a must visit is Stargate Observatory. It's bang opposite Sagar Hotel and is on an elevated ramp. You can park right outside the observatory, but make sure it's in gear,to avoid fall back. We parked out bikes in front. Entry Fee / head is Rs…"
Stargate Observatory,"Place where telescope is placed is terribly cramped .If not careful observers can trip easily and hurt themselves ( Trip advisor should note this).Plusyou may or may not get a chance to see the celestial objects at all .Only the person ,who guides people seems like a genuinely…"
Stargate Observatory,"India's first observatory chain. Platform to experience stargazing, telescope watch, astrophotography and astronomy theme tours."
Stargate Observatory,Stargate Observatory is located right where the road branches and curves upwards for the Anasakti Ashram. It is an interesting place with a telescope on the terrace with a sliding roof. They are open almost 24 hours from early morning till 2:00 am past midnight. You can call and…
Stargate Observatory,"Best place to visit and the in-charge Mr.Maniramaswami was very kind person, we get to buy some good binoculars an monocular at this place, the person operating the telescope was very much enthusiastic, he had shown many stars and constellations, he had also clicked photos of…"
Stargate Observatory,Do they have the equipment that they claim they do to be able to show you everything that they claim they will? Answer is MAYBE The chances of getting an experience that they are peddling to you are minuscule. It's a well presented fraud but completely fails to deliver…
Stargate Observatory,"This is a good place started & maintained by an astronomy enthusiast. They have a small museum on the ground floor which kids can enjoy. It allows for checking of weights on each planet, which can be quite fascinating for kids and model artifacts of spacecrafts and space suits.…"
Stargate Observatory,"we did both the morning and the evening session with stargate observatory and loved every bit of it...puran pandey, the astronomer is awesome and is so patient with everyone. the whole experience is so celestial , literally and figuratively."
Stargate Observatory,"Those of you who love star gazing, this place should definitely be on you list. You will be able to see stars, galaxies and will also be provided with all the information. The guide is very passionate and will explain in details about what is being shown."
Stargate Observatory,"The support staff is highly knowledgeable and friendly. We were able to observe moon and few stars, few constellations."
Stargate Observatory,"You get to see planets and stars live via telescope. The astronomer there is a very knowledgeable person. We saw Saturn, Mars and constellation of stars. Museum below too is nice. This place is just on the downhill at the start of road to anasakti ashram."
Stargate Observatory,"While planning my itinerary for our 12-Day Tour of the Kumaon in Durga Puja, 2018, I made it a point to visit the Observatory with my 7 yr old son, who has started studying about the solar system in his school curriculum and keeps asking questions to satiate his curiosity. …"
Stargate Observatory,"Go after6pm Get to see stars n planets via telescope 100 rs entry tkt, worth every rupee! Informative meuseum"
Stargate Observatory,"memorable experience. i have seen live view of Venus, Moon with big craters and the Saturn. on request the instructor has shown a star too. everyone of all agegroup should visit the observatory to enjoy the live STARS and Planets. They have a museum below. Show time depends on…"
Stargate Observatory,"It was a WOW experience when we saw Saturn, Jupiter with four moons and last but not the least Moon through the telescope. If you are keen to know about solar system you must visit this place. 100 rs person is super worthy and your trip is incomplete without visit to this…"
Stargate Observatory,Cherish this if you love spotting planets. Staff is quite humble and will try to explain in as detail as possible and will answer all your questions.
Stargate Observatory,"Well they charge INR 100 per person to show Moon, Jupiter and its four moons and Venus. If you wish to see other things such as Saturn with its ring, Himalayan peak views you need to pay separately. Basically the timings of their shows are in accordance with the rising time and…"
Stargate Observatory,I strongly recommend all with young children to visit this place to enable their kids to watch the real celestial objects Sun moon planets and galaxies from a close range by a very powerful telescope the Stargate Observatory has.
Stargate Observatory,"We visited earlier today evening evenibg, and were rewarded with some unique views of constellations, Jupiter & other stars, with a kowledgable gentleman narrating useful tidbits around the stars. Enjoyed the experience"
Stargate Observatory,"It was my first experience to observe sky too closely, during my visit in November 2017, i must say it was wonderful one during my visit i saw saturn, milky way,nebulas,moon.. The team at Stargate observatory is really very nice especially Puran G, he has very good knowledge of…"
Stargate Observatory,"Stargate workshop (March 2018) was an enthralling experience, it opened a new dimension of life... which not only is wast but also beyond the skies limit...!!! Needless to mention that it was even more exciting coz of the highly experienced & qualified team that was there to…"
Stargate Observatory,"Wonderful experience of my life............ Galaxy, nebula , asteroid, planets .... really amazed to see all of that...great time with the friends........must visit.........."
Rudrahari Mahadev Temple,"journey to the temple is life time experience. You are to trek 1.5 km to reach the temple. You are to cross 8 streams. Last stream is the longest one, perhaps 15-20 fts, Guides are available there, but guide charge is excessively high. You may go without guide. Trekking route is…"
Rudrahari Mahadev Temple,Located with Rudhrahari Falls the region n suuroundings is the best thing i found to do in Kausani. Its a normal hike through the jungle & a comfortable walking pair of shoes is suggested!
Rudrahari Mahadev Temple,Rudradhari Falls and Caves is located on Kausani Almora Road with 12 km distance from Kausani. A Rudradhari waterfall is a natural location with lush green paddy fields where water flows over a vertical drop in the course of a river. These waterfall can be easily watched while…
Rudrahari Mahadev Temple,You will have to trek approx 1 km to reach here.you can take the villagers with you whom you can find downhill.they charge around 100 to 150 and when I paid 150 to an old men I saw the happiness in his eyes.there is a small fall from which the river koshi originates.besides this…
Rudrahari Mahadev Temple,Temple located near the waterfall and very pleasant nature walk you can have while reaching the temple area.
Rudrahari Mahadev Temple,Adjacent to the water fall is a cabe temple of Lord Shiva. The idol was discovered by Rishi Koshi during meditation several centuries ago. While coming down the trek you can taste a local berry found along way callwd Hisalu. It is dark yellow in color Bolo Har har Mahadev
Rudrahari Mahadev Temple,"The temple is neat and small just at the waterfall, situated in serene and peaceful ambience. I wonder why these places are treated separately. It is a good trek of half an hour from where car drops you."
Rudrahari Mahadev Temple,After a long trek when we finally got here nothing seemed more peaceful than this temple of my dearest Shiva. It truely was an amazing experience. A must visit place if you are travelling to Kausani
Rudrahari Mahadev Temple,Visited the Rudrahari Mahadeb Temple with my wife and all I can say is that it was definitely worth the visit. The way to the temple is what I liked the most. You have to walk for around 30/40 minutes to reach the temple and the way is through beautiful forest and small streams.…
Rudrahari Mahadev Temple,"This is a little cave temple, nothing fancy. But I loved it for the silence and the really good feeling there. We all had a good meditation. However, if you are planning to sit and meditate, you may want to bring something to sit on as the floor is really cold. Getting there is…"
Rudrahari Mahadev Temple,The Temple is located just adjacent to the waterfall at the end of the trek. The trek is easy with approximately 2.5 kms distance which takes half an hour each way. Recommended to all who would like to include a mild trekking experience in their itinerary.
Rudrahari Mahadev Temple,Rudradhari Waterfall with Mahadev Temple Cave has a trek route of 2 KM inside thickly infested forest with hilly path and over the water stream of Rudradhari waterfall which is 10km away from Kausani. There is a small but beautiful temple inside the cave which is supposedly 2000…
Rudrahari Mahadev Temple,"the temple is 8 km before kausani, so if you are going or coming back, then try to cover this place to save your time and petrol. the temple is simple and average, but the 1.5 km trek to temple is amazing and quiet and peaceful. the trek is not so tough, greenery was good, the…"
Rudrahari Mahadev Temple,"A good silent place.. small trek needs to be taken to reach the temple.. there are young boys as guides to help you reach there.. small pond is there next to the temple, where you can sit, relax and click memories"
Rudrahari Mahadev Temple,"It is a 1-1.5hr trek both ways. Not difficult trek at all. However, there may be a few leeches on the way. So wear good footwear. We went in Jul 2017, where there was no one else apart form our group. We entered the waterfalls near the temple and played around with the water!!…"
Rudrahari Mahadev Temple,"We went for this trek in May 2017. It is a mildly difficult trek because of the big stones that the road is full of, but it's a nice trek. We saw a lot of people come dressed as if they were going for an evening out, in heels and so on. Avoid that. Use comfortable clothing and…"
Rudrahari Mahadev Temple,It'll require a 1.5 hours trekking to reach the place. Not sure about the temple but the trekking will walk you through the natural beauty of Kausani.
Rudrahari Mahadev Temple,"Trek to reach falls and temple is great. Must Visit place , but be prepared for the trek on stones and passing small streams in between."
Rudrahari Mahadev Temple,i go there and i see the good nature and good image and background i am very impress from this place.
Rudrahari Mahadev Temple,"Rudra means fearsome or sometimes even roaring. You will be disappointed to see a small stream of water silently falling to form a tiny pool below. There are no falls here, nothing close to its name. The temple is like any other temple in India. The hike to this place is about…"
Rudrahari Mahadev Temple,This is a small temple and a very small waterfall .. can be reached on foot after a 2 km trek in the jungle... difficulty level is medium .. please wear appropriate clothing... may have to cross some streams ... jungle is enchanting -- pristine .. Journey is more enjoyable than…
Rudrahari Mahadev Temple,"required 1.8 km Trek, hired a guide from the parking area who guided and gave the description of various medicinal plants and slippery points and was helpful to reach the temple cave, which was cool and divine, though the falls had very little water flowing."
Rudrahari Mahadev Temple,"Kausani is a small village of uttrakhand in northern India crossed by the Himalayas, is known for its stunning beauty of Himalayan range, where you feel yourself in in lap of nature and lost your mind by the heavenly beauty all around, I with my family and small kid visited the…"
Rudrahari Mahadev Temple,"The temple is located in a remote place and can only be reached after a mini trek of around two kilometers. So plan accordingly, and better to get a local person or a guide to come along as a support."
Rudrahari Mahadev Temple,"Must visit temple, situated in remote jungle & Hills. But only physically fit person can visit as you have to pass through jungle and hills for 2 km on foot as cabs or car cant go there. Its one of the most adventures way of my life. once you reach there you will feel spiritual…"
Kausani Shawl Factory,"There was a time when this shop was not there in Kausani, i am speaking of 1999. There was no such shop in Kausani back then. If i remember correctly the first time I saw their first outlet was during my visit to the place in 2003. This is the outlet which is on the road to…"
Kausani Shawl Factory,It's a fantastic place.we visited and bought many shawls.The shawls are of very good quality.I visited their shawl factory also.Their behaviour is very sober..
Kausani Shawl Factory,fully commercial place. Hardly machines are working or anyone working there. Even Delhi stuffs are stocked in the shop for selling. Can avoid and relax in hotel rather
Kausani Shawl Factory,The actual workers in the factory are very cooperative. They explained the process of shawl making in detail. But the salespersons in the shawl factory outlet are very lazy. They do not have any urge to sell their products. Worst shopping experience.
Kausani Shawl Factory,This is an average place but good to see how the clothes are woven. A good place to buy a few organic things though clothes were averge.
Kausani Shawl Factory,"This is a good place to buy typical Kumaoni woolens, etc. I bought a pretty wool and cotton shawl in a typical design and my friend bought a few pure wool ones that she really liked. There was also a weaver demonstrating the techniques used to make them, which was quite…"
Kausani Shawl Factory,"We went to Shawl Factory during our stay at Kosi Valley Retreat, but did not find any demonstration. There was only one machine kept which was their for show only"
Kausani Shawl Factory,"A small little factory where you can see workers weaving shawls and other woollen products on their hand loom right in front of your eyes. You can also buy woollen products like shawls, sweaters, jackets etc. from their retail counter. They also have other organic and edible…"
Kausani Shawl Factory,"A stopover is a must here on the way to baijnath temple. You can see artisans weaving shawls in the factory. They also tell you the process of making them. Factory shop has quality woolen goods with reasonable price (10% discount fixed). Shawls, jackets and sweaters here are…"
Kausani Shawl Factory,This is not one shop in particular.There are many shops which sells shawls and other woolen products.Each shop has factory attached to it which gives you a live demo of how a shawl is made.You can buy shawls and other woolen products at a decent rate as a souvenir from…
Kausani Shawl Factory,"You get to see weaving of shawls downstairs and can buy the same upstairs. Little choice and little expensive, but we didnt get a better shop anywhere else either."
Kausani Shawl Factory,This is not a worthy place this shawl factory rather there are many factories that do not offer quality products
Kausani Shawl Factory,Good stuff and very reasonably priced and prices are fixed (10% discount 😊) Other than shawls and stoles etc? food stuff and oils etc too are available.
Kausani Shawl Factory,It was good to see how they make shawl. Hand made products. Not much costly but good quality. Recommended
Kausani Shawl Factory,A cool cozy n warm place to visit... Shawl factory visit have to be on your visit list to KAUSANI.. Here you also get to see how they exactly make shawls n sweaters .. N if you ask them to make you sit on there machines..they also let you do so.. So you can stitch your own…
Kausani Shawl Factory,Could find very affordable shawls and jackets handmade by artisans. Definitely worth a visit and buying value for money products.
Kausani Shawl Factory,"The shawl factory has a Shop which sells some good quality shawls , over coats ,scarves and mufflers. Mostly reasonably priced. They ask you to go first in the factory where the actually weaving takes place and there will be someone to help you show ana guide free of cost. U…"
Kausani Shawl Factory,Must visit for the ones who want to see how they still make woolen garments from hand and with traditional ways!!... Very fabulous warm products which we cannot even imagine in our cities. And prices are reasonable too.
Kausani Shawl Factory,"They have a good variety of shawls available and as there are not too many things to do in Kausani, this is a good option and a good kind of souvenir from Uttarakhand to take back home. Give it a try I recommend and do bargain. Cheers"
Kausani Shawl Factory,"Good for woolen jackets, sweaters, local products and to visit factory where workers are working on handmade looms."
Kausani Shawl Factory,"Typical tourist shop which stocks overpriced shawls, sweaters etc. All the rates were handwritten and were not printed. Prices are fixed and not negotiable. Most of the stuff they had in stock wasn't locally made. Can give this one a miss. Better to visit genuine shawl factories…"
Kausani Shawl Factory,"We went to this factory while going from kausani to Baijnath. This place makes and sells the woolen garments and it was a great experience to see the workers weaving shawls. Ask them for a factory visit and they will we more than happy to take you there. Varieties are good, you…"
Kausani Shawl Factory,this place has a lot of options for woolen garments but the varienty is not much and the quality is not very good considering the price.
Kausani Shawl Factory,"We visited this outlet today morning, and also did a quick tour of shawl making below. Has a pretty wide variety of locally made woollens and novelties."
Kausani Shawl Factory,"There are more than one shawl factories in Kausani. All are equally good. You can have a live demonstration of shawl making there which will be interesting for the travellers. The shawl factories have there own shops, where you can buy not only the woolen items but lot of…"
Kausani Planetarium,Must visit place for people visiting Kausani. The personalized service provided by Mr. Khulbe is the brightest star among the many stars he shows and explains passionately. The late night Star gazing is an absolute delight for both adults and kids of all age.
Kausani Planetarium,"Study the sky, if interested in star gazing the best place to be, when away from home. Great experience"
Kausani Planetarium,"Very good experience at this place. The owner is a very friendly person, giving all the knowledge he has with refreshing tea/coffee and other refreshments. Superb view of the Himalayas from this place."
Kausani Planetarium,"Planetarium is a bit of a grandiose name for what is a small observatory, but it's worth a visit. The owner is knowledgeable and enthusiastic about sharing his knowledge. For a mere 50 Rupees, it's definitely worthwhile. He also has a little shop and cafe and a couple of…"
